#
#
# US Geological Survey, Water Resources Data
# retrieved: 2024-09-04 12:30:57 EDT      (caww01)
#
# This file contains USGS Surface-Water Monthly Statistics
#
# Note:The statistics generated from  this site are based on approved daily-mean data and may not match those published by the USGS in official publications.
# The user is responsible for assessment and use of statistics from this site.
# For more details on why the statistics may not match, visit https://waterdata.usgs.gov/nwis/?dv_statistics_disclaimer.
#
# ** No Incomplete data have been used for statistical calculation
#
# This file includes the following columns:
#
#
# agency_cd    agency code
# site_no USGS site number
# parameter_cd
# ts_id
# year_nu Calendar year for value
# month_nu     Month for value
# mean_va monthly-mean value.
#         if there is not complete record
#         for a month this field is blank
#
#
# Sites in this file include:
# USGS 01091000 SOUTH BRANCH PISCATAQUOG RIVER NEAR GOFFSTOWN, NH
# 
# Explanation of Parameter Code and ts_id used in the Statistics Data 
# parameter_cd	Parameter Name					ts_id	Location Name
# 00060		Discharge, cubic feet per second		64046	
#
#
agency_cd	site_no	parameter_cd	ts_id	year_nu	month_nu	mean_va
USGS	01091000	00060	64046	1973	10	32.9
USGS	01091000	00060	64046	1973	11	62.8
USGS	01091000	00060	64046	1973	12	445.6
USGS	01091000	00060	64046	1974	1	239.4
USGS	01091000	00060	64046	1974	2	176.6
USGS	01091000	00060	64046	1974	3	236
USGS	01091000	00060	64046	1974	4	350.7
USGS	01091000	00060	64046	1974	5	268.6
USGS	01091000	00060	64046	1974	6	94.5
USGS	01091000	00060	64046	1974	7	23.2
USGS	01091000	00060	64046	1974	8	8.77
USGS	01091000	00060	64046	1974	9	32.7
USGS	01091000	00060	64046	1974	10	32.1
USGS	01091000	00060	64046	1974	11	96
USGS	01091000	00060	64046	1974	12	146.4
USGS	01091000	00060	64046	1975	1	114.7
USGS	01091000	00060	64046	1975	2	132.1
USGS	01091000	00060	64046	1975	3	340.9
USGS	01091000	00060	64046	1975	4	460.3
USGS	01091000	00060	64046	1975	5	98.7
USGS	01091000	00060	64046	1975	6	115.7
USGS	01091000	00060	64046	1975	7	34.3
USGS	01091000	00060	64046	1975	8	32.2
USGS	01091000	00060	64046	1975	9	112.3
USGS	01091000	00060	64046	1975	10	253.7
USGS	01091000	00060	64046	1975	11	303.7
USGS	01091000	00060	64046	1975	12	242.5
USGS	01091000	00060	64046	1976	1	243.5
USGS	01091000	00060	64046	1976	2	453.7
USGS	01091000	00060	64046	1976	3	435.7
USGS	01091000	00060	64046	1976	4	276.9
USGS	01091000	00060	64046	1976	5	188.6
USGS	01091000	00060	64046	1976	6	34.9
USGS	01091000	00060	64046	1976	7	26.2
USGS	01091000	00060	64046	1976	8	32.5
USGS	01091000	00060	64046	1976	9	9.73
USGS	01091000	00060	64046	1976	10	31.9
USGS	01091000	00060	64046	1976	11	30.9
USGS	01091000	00060	64046	1976	12	68.3
USGS	01091000	00060	64046	1977	1	23
USGS	01091000	00060	64046	1977	2	33.7
USGS	01091000	00060	64046	1977	3	638
USGS	01091000	00060	64046	1977	4	439.2
USGS	01091000	00060	64046	1977	5	144.4
USGS	01091000	00060	64046	1977	6	64.6
USGS	01091000	00060	64046	1977	7	21.1
USGS	01091000	00060	64046	1977	8	13.6
USGS	01091000	00060	64046	1977	9	32.9
USGS	01091000	00060	64046	1977	10	239
USGS	01091000	00060	64046	1977	11	207.5
USGS	01091000	00060	64046	1977	12	310.2
USGS	01091000	00060	64046	1978	1	400.4
USGS	01091000	00060	64046	1978	2	179.9
USGS	01091000	00060	64046	1978	3	234
USGS	01091000	00060	64046	1978	4	539.9
USGS	01091000	00060	64046	1978	5	210.3
USGS	01091000	00060	64046	1978	6	95.8
USGS	01091000	00060	64046	1978	7	23.7
USGS	01091000	00060	64046	1978	8	16.3
USGS	01091000	00060	64046	1978	9	8.54
USGS	01091000	00060	64046	2008	7	110.5
USGS	01091000	00060	64046	2008	8	138.7
USGS	01091000	00060	64046	2008	9	214.6
USGS	01091000	00060	64046	2008	10	131.6
USGS	01091000	00060	64046	2008	11	245.8
USGS	01091000	00060	64046	2008	12	462.9
USGS	01091000	00060	64046	2009	1	164.8
USGS	01091000	00060	64046	2009	2	137.8
USGS	01091000	00060	64046	2009	3	400.7
USGS	01091000	00060	64046	2009	4	424.2
USGS	01091000	00060	64046	2009	5	180.5
USGS	01091000	00060	64046	2009	6	242.4
USGS	01091000	00060	64046	2009	7	389.4
USGS	01091000	00060	64046	2009	8	165.8
USGS	01091000	00060	64046	2009	9	59.2
USGS	01091000	00060	64046	2009	10	124.1
USGS	01091000	00060	64046	2009	11	208.8
USGS	01091000	00060	64046	2009	12	244.5
USGS	01091000	00060	64046	2010	1	195.5
USGS	01091000	00060	64046	2010	2	317.6
USGS	01091000	00060	64046	2010	3	1014
USGS	01091000	00060	64046	2010	4	349.5
USGS	01091000	00060	64046	2010	5	101.3
USGS	01091000	00060	64046	2010	6	65.1
USGS	01091000	00060	64046	2010	7	17.5
USGS	01091000	00060	64046	2010	8	10.9
USGS	01091000	00060	64046	2010	9	8.22
USGS	01091000	00060	64046	2010	10	49.6
USGS	01091000	00060	64046	2010	11	121.8
USGS	01091000	00060	64046	2010	12	208.2
USGS	01091000	00060	64046	2011	1	104.3
USGS	01091000	00060	64046	2011	2	112
USGS	01091000	00060	64046	2011	3	581.9
USGS	01091000	00060	64046	2011	4	471.7
USGS	01091000	00060	64046	2011	5	274.8
USGS	01091000	00060	64046	2011	6	167.6
USGS	01091000	00060	64046	2011	7	43
USGS	01091000	00060	64046	2011	8	130.4
USGS	01091000	00060	64046	2011	9	159.5
USGS	01091000	00060	64046	2011	10	348.8
USGS	01091000	00060	64046	2011	11	363.8
USGS	01091000	00060	64046	2011	12	427.5
USGS	01091000	00060	64046	2012	1	237.8
USGS	01091000	00060	64046	2012	2	188.8
USGS	01091000	00060	64046	2012	3	214
USGS	01091000	00060	64046	2012	4	144.6
USGS	01091000	00060	64046	2012	5	222.7
USGS	01091000	00060	64046	2012	6	220.4
USGS	01091000	00060	64046	2012	7	24.8
USGS	01091000	00060	64046	2012	8	44.5
USGS	01091000	00060	64046	2012	9	24.1
USGS	01091000	00060	64046	2012	10	87.1
USGS	01091000	00060	64046	2012	11	92.3
USGS	01091000	00060	64046	2012	12	191.6
USGS	01091000	00060	64046	2013	1	137.4
USGS	01091000	00060	64046	2013	2	145.3
USGS	01091000	00060	64046	2013	3	269.5
USGS	01091000	00060	64046	2013	4	436.2
USGS	01091000	00060	64046	2013	5	145.2
USGS	01091000	00060	64046	2013	6	257.4
USGS	01091000	00060	64046	2013	7	138
USGS	01091000	00060	64046	2013	8	48.8
USGS	01091000	00060	64046	2013	9	135.1
USGS	01091000	00060	64046	2013	10	47.6
USGS	01091000	00060	64046	2013	11	79.9
USGS	01091000	00060	64046	2013	12	114
USGS	01091000	00060	64046	2014	1	205.3
USGS	01091000	00060	64046	2014	2	130.3
USGS	01091000	00060	64046	2014	3	249.7
USGS	01091000	00060	64046	2014	4	662.6
USGS	01091000	00060	64046	2014	5	258.5
USGS	01091000	00060	64046	2014	6	104.5
USGS	01091000	00060	64046	2014	7	153.4
USGS	01091000	00060	64046	2014	8	96.7
USGS	01091000	00060	64046	2014	9	30.2
USGS	01091000	00060	64046	2014	10	155.4
USGS	01091000	00060	64046	2014	11	134.6
USGS	01091000	00060	64046	2014	12	535.4
USGS	01091000	00060	64046	2015	1	196.9
USGS	01091000	00060	64046	2015	2	121.1
USGS	01091000	00060	64046	2015	3	159.2
USGS	01091000	00060	64046	2015	4	489.2
USGS	01091000	00060	64046	2015	5	83.7
USGS	01091000	00060	64046	2015	6	101.9
USGS	01091000	00060	64046	2015	7	95.9
USGS	01091000	00060	64046	2015	8	36.7
USGS	01091000	00060	64046	2015	9	41.2
USGS	01091000	00060	64046	2015	10	99.2
USGS	01091000	00060	64046	2015	11	89.8
USGS	01091000	00060	64046	2015	12	165.4
USGS	01091000	00060	64046	2016	1	199.2
USGS	01091000	00060	64046	2016	2	349.3
USGS	01091000	00060	64046	2016	3	322.5
USGS	01091000	00060	64046	2016	4	178.2
USGS	01091000	00060	64046	2016	5	88.4
USGS	01091000	00060	64046	2016	6	35.7
USGS	01091000	00060	64046	2016	7	14.7
USGS	01091000	00060	64046	2016	8	14.1
USGS	01091000	00060	64046	2016	9	6.92
USGS	01091000	00060	64046	2016	10	22
USGS	01091000	00060	64046	2016	11	35.5
USGS	01091000	00060	64046	2016	12	109.7
USGS	01091000	00060	64046	2017	1	158.2
USGS	01091000	00060	64046	2017	2	205.6
USGS	01091000	00060	64046	2017	3	242.4
USGS	01091000	00060	64046	2017	4	570
USGS	01091000	00060	64046	2017	5	444
USGS	01091000	00060	64046	2017	6	253.7
USGS	01091000	00060	64046	2017	7	84.8
USGS	01091000	00060	64046	2017	8	38.6
