"STATION","NAME","DATE","PRCP"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2023-10-22","1.19"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2023-10-23","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2023-10-24","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2023-10-25","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2023-10-26","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2023-10-30",
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2023-10-31","0.58"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2023-11-01","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2023-11-02","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2023-11-03","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2023-11-04","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2023-11-05","0.02"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2023-11-07","0.08"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2023-11-08","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2023-11-09","0.06"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2023-11-10","0.10"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2023-11-11","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2023-11-12","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2023-11-13","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2023-11-14","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2023-11-15","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2023-11-17","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2023-11-18","0.13"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2023-11-19","0.07"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2023-11-20","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2023-11-21","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2023-11-22","0.75"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2023-11-27",
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2023-11-28","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2023-11-29","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2023-11-30","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2023-12-01","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2023-12-02","0.05"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2023-12-03","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2023-12-04","1.08"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2023-12-05","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2023-12-06","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2023-12-07","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2023-12-08","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2023-12-09","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2023-12-11","2.12"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2023-12-12","0.04"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2023-12-13","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2023-12-14","0.03"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2023-12-16","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2023-12-17","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2023-12-19",
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2023-12-20","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2023-12-21","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2023-12-22","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2023-12-23","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2023-12-24","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2023-12-25","0.05"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2023-12-26","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2023-12-27","0.06"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2023-12-28","0.25"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2023-12-29","0.25"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2023-12-30","0.03"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2023-12-31","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-01-01","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-01-02","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-01-03","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-01-04","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-01-05","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-01-06","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-01-07","0.28"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-01-08","0.18"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-01-09","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-01-10","2.52"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-01-11","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-01-12","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-01-13","0.91"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-01-14","0.37"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-01-15","0.03"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-01-16","0.03"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-01-17","0.40"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-01-18","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-01-19","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-01-20",
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-01-22","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-01-23","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-01-24","0.17"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-01-25","0.44"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-01-26","0.58"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-01-27","0.21"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-01-28","0.02"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-01-29","0.74"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-01-30","0.05"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-01-31","0.02"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-02-01","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-02-02","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-02-04","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-02-05","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-02-06","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-02-07","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-02-08","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-02-12",
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-02-13","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-02-14","0.02"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-02-15","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-02-16","0.15"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-02-17","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-02-18","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-02-19","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-02-20","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-02-21","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-02-22","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-02-23","0.08"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-02-24","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-02-25","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-02-26","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-02-27","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-02-28","0.05"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-02-29","0.30"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-03-01","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-03-02","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-03-03","1.10"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-03-04","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-03-05","0.03"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-03-06","0.40"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-03-07","1.81"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-03-09","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-03-10","1.45"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-03-11","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-03-12","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-03-13","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-03-14","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-03-15","0.15"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-03-16","0.15"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-03-17","0.04"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-03-18","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-03-19","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-03-21","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-03-22","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-03-23","0.47"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-03-24","1.92"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-03-25","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-03-26","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-03-27","0.04"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-03-28","0.55"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-03-29","0.70"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-03-30","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-03-31","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-04-01","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-04-02","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-04-03","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-04-04","1.04"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-04-06","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-04-07","0.14"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-04-10",
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-04-11","0.07"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-04-12","1.28"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-04-13","0.39"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-04-14","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-04-15","0.03"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-04-16","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-04-17","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-04-18","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-04-19","0.23"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-04-20","0.15"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-04-21","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-04-22","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-04-23","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-04-24","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-04-25","0.02"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-04-26","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-04-27","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-04-28","0.05"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-04-29","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-04-30","0.08"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-05-01","0.68"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-05-02","0.02"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-05-03","0.06"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-05-04","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-05-05","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-05-06","0.50"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-05-07","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-05-08","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-05-09","0.49"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-05-10","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-05-11","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-05-12","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-05-13","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-05-14","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-05-15","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-05-16","0.52"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-05-17","0.02"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-05-18","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-05-19","0.38"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-05-20","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-05-21","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-05-22","0.02"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-05-28",
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-05-30","0.23"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-05-31","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-06-01","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-06-02","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-06-03","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-06-04","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-06-05","0.04"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-06-06","0.02"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-06-07","0.06"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-06-08","0.02"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-06-09","0.09"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-06-10","0.64"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-06-11","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-06-12","0.03"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-06-13","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-06-14","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-06-15","0.12"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-06-16","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-06-17","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-06-18","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-06-20","0.02"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-06-21","0.15"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-06-22","0.12"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-06-24","0.09"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-06-25","0.07"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-06-26","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-06-27","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-06-28","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-06-29","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-06-30","0.08"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-07-01","0.01"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-07-02","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-07-03","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-07-15",
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-07-16","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-07-17","0.68"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-07-18","0.37"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-07-19","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-07-20","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-07-21","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-07-22","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-07-23","0.43"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-07-24","0.07"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-07-25","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-07-26","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-07-27","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-07-28","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-07-29","0.03"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-07-30","0.04"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-07-31","0.02"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-08-01","0.11"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-08-02","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-08-03","1.60"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-08-04","0.02"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-08-05","1.17"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-08-06","0.15"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-08-07","1.40"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-08-08","0.12"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-08-09","0.44"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-08-10","0.44"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-08-11","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-08-12","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-08-13","0.04"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-08-14","0.02"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-08-15","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-08-16","0.18"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-08-18","0.05"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-08-19","0.25"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-08-20","0.53"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-08-21","0.03"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-08-22","0.28"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-08-23","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-08-24","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-08-25","0.00"
"US1NHHL0049","MONT VERNON 1.3 SSW, NH US","2024-08-26","0.13"
"US1NHHL0104","MERRIMACK 1.5 W, NH US","2024-05-23","0.00"
"US1NHHL0104","MERRIMACK 1.5 W, NH US","2024-07-17","0.72"
"US1NHHL0104","MERRIMACK 1.5 W, NH US","2024-07-18","0.34"
"US1NHHL0104","MERRIMACK 1.5 W, NH US","2024-07-22","0.00"
"US1NHHL0104","MERRIMACK 1.5 W, NH US","2024-07-23","0.01"
"US1NHHL0104","MERRIMACK 1.5 W, NH US","2024-07-24","0.13"
"US1NHHL0104","MERRIMACK 1.5 W, NH US","2024-07-29","0.00"
"US1NHHL0104","MERRIMACK 1.5 W, NH US","2024-07-30","0.16"
"US1NHHL0104","MERRIMACK 1.5 W, NH US","2024-07-31","0.00"
"US1NHHL0104","MERRIMACK 1.5 W, NH US","2024-08-01","0.76"
"US1NHHL0104","MERRIMACK 1.5 W, NH US","2024-08-02","0.00"
"US1NHHL0104","MERRIMACK 1.5 W, NH US","2024-08-03","0.15"
"US1NHHL0104","MERRIMACK 1.5 W, NH US","2024-08-04","0.02"
"US1NHHL0104","MERRIMACK 1.5 W, NH US","2024-08-05","1.13"
"US1NHHL0104","MERRIMACK 1.5 W, NH US","2024-08-06","0.39"
"US1NHHL0104","MERRIMACK 1.5 W, NH US","2024-08-07","0.95"
"US1NHHL0104","MERRIMACK 1.5 W, NH US","2024-08-08","0.00"
"US1NHHL0104","MERRIMACK 1.5 W, NH US","2024-08-09","0.43"
"US1NHHL0104","MERRIMACK 1.5 W, NH US","2024-08-10","0.36"
"US1NHHL0104","MERRIMACK 1.5 W, NH US","2024-08-11","0.00"
"US1NHHL0104","MERRIMACK 1.5 W, NH US","2024-08-12","0.02"
"US1NHHL0104","MERRIMACK 1.5 W, NH US","2024-08-13","0.00"
"US1NHHL0104","MERRIMACK 1.5 W, NH US","2024-08-15","0.00"
"US1NHHL0104","MERRIMACK 1.5 W, NH US","2024-08-16","0.74"
"US1NHHL0104","MERRIMACK 1.5 W, NH US","2024-08-17","0.00"
"US1NHHL0104","MERRIMACK 1.5 W, NH US","2024-08-18","0.10"
"US1NHHL0104","MERRIMACK 1.5 W, NH US","2024-08-19","0.19"
"US1NHHL0104","MERRIMACK 1.5 W, NH US","2024-08-20","0.39"
"US1NHHL0104","MERRIMACK 1.5 W, NH US","2024-08-21","0.00"
