# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://waterdata.usgs.gov/provisional-data-statement/
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2024-09-11 12:02:36 EDT       (sdww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01091000 SOUTH BRANCH PISCATAQUOG RIVER NEAR GOFFSTOWN, NH
# -----------------------------------------------------------------------------------
#
# Data provided for site 01091000
#            TS   parameter     statistic     Description
#         64046       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	64046_00060_00003	64046_00060_00003_cd
USGS	01091000	2021-12-17	203	A
USGS	01091000	2021-12-18	177	A
USGS	01091000	2021-12-19	195	A
USGS	01091000	2021-12-20	174	A
USGS	01091000	2021-12-21	161	A
USGS	01091000	2021-12-22	243	A
USGS	01091000	2021-12-23	357	A
USGS	01091000	2021-12-24	234	A
USGS	01091000	2021-12-25	215	A
USGS	01091000	2021-12-26	237	A
USGS	01091000	2021-12-27	217	A
USGS	01091000	2021-12-28	196	A
USGS	01091000	2021-12-29	212	A
USGS	01091000	2021-12-30	211	A
USGS	01091000	2021-12-31	229	A
USGS	01091000	2022-01-01	277	A
USGS	01091000	2022-01-02	368	A
USGS	01091000	2022-01-03	355	A
USGS	01091000	2022-01-04	227	A
USGS	01091000	2022-01-05	225	A:e
USGS	01091000	2022-01-06	214	A
USGS	01091000	2022-01-07	197	A
USGS	01091000	2022-01-08	180	A:e
USGS	01091000	2022-01-09	183	A:e
USGS	01091000	2022-01-10	172	A:e
USGS	01091000	2022-01-11	153	A:e
USGS	01091000	2022-01-12	155	A:e
USGS	01091000	2022-01-13	162	A:e
USGS	01091000	2022-01-14	151	A:e
USGS	01091000	2022-01-15	140	A:e
USGS	01091000	2022-01-16	143	A:e
USGS	01091000	2022-01-17	206	A:e
USGS	01091000	2022-01-18	346	A:e
USGS	01091000	2022-01-19	329	A:e
USGS	01091000	2022-01-20	260	A:e
USGS	01091000	2022-01-21	229	A:e
USGS	01091000	2022-01-22	206	A:e
USGS	01091000	2022-01-23	190	A:e
USGS	01091000	2022-01-24	177	A:e
USGS	01091000	2022-01-25	168	A:e
USGS	01091000	2022-01-26	158	A:e
USGS	01091000	2022-01-27	154	A:e
USGS	01091000	2022-01-28	152	A:e
USGS	01091000	2022-01-29	152	A:e
USGS	01091000	2022-01-30	153	A:e
USGS	01091000	2022-01-31	151	A:e
USGS	01091000	2022-02-01	150	A:e
USGS	01091000	2022-02-02	148	A:e
USGS	01091000	2022-02-03	159	A:e
USGS	01091000	2022-02-04	300	A:e
USGS	01091000	2022-02-05	442	A:e
USGS	01091000	2022-02-06	371	A:e
USGS	01091000	2022-02-07	358	A:e
USGS	01091000	2022-02-08	457	A:e
USGS	01091000	2022-02-09	571	A:e
USGS	01091000	2022-02-10	461	A:e
USGS	01091000	2022-02-11	372	A:e
USGS	01091000	2022-02-12	380	A:e
USGS	01091000	2022-02-13	384	A:e
USGS	01091000	2022-02-14	329	A:e
USGS	01091000	2022-02-15	283	A:e
USGS	01091000	2022-02-16	260	A:e
USGS	01091000	2022-02-17	316	A:e
USGS	01091000	2022-02-18	911	A:e
USGS	01091000	2022-02-19	837	A:e
USGS	01091000	2022-02-20	482	A:e
USGS	01091000	2022-02-21	354	A:e
USGS	01091000	2022-02-22	350	A:e
USGS	01091000	2022-02-23	1070	A:e
USGS	01091000	2022-02-24	954	A
USGS	01091000	2022-02-25	515	A
USGS	01091000	2022-02-26	433	A:e
USGS	01091000	2022-02-27	393	A:e
USGS	01091000	2022-02-28	329	A:e
USGS	01091000	2022-03-01	276	A
USGS	01091000	2022-03-02	270	A
USGS	01091000	2022-03-03	247	A
USGS	01091000	2022-03-04	220	A:e
USGS	01091000	2022-03-05	216	A:e
USGS	01091000	2022-03-06	230	A
USGS	01091000	2022-03-07	527	A
USGS	01091000	2022-03-08	877	A
USGS	01091000	2022-03-09	547	A
USGS	01091000	2022-03-10	413	A
USGS	01091000	2022-03-11	386	A
USGS	01091000	2022-03-12	393	A
USGS	01091000	2022-03-13	367	A
USGS	01091000	2022-03-14	306	A
USGS	01091000	2022-03-15	298	A
USGS	01091000	2022-03-16	355	A
USGS	01091000	2022-03-17	367	A
USGS	01091000	2022-03-18	366	A
USGS	01091000	2022-03-19	373	A
USGS	01091000	2022-03-20	472	A
USGS	01091000	2022-03-21	404	A
USGS	01091000	2022-03-22	315	A
USGS	01091000	2022-03-23	256	A
USGS	01091000	2022-03-24	293	A
USGS	01091000	2022-03-25	511	A
USGS	01091000	2022-03-26	426	A
USGS	01091000	2022-03-27	324	A
USGS	01091000	2022-03-28	265	A
USGS	01091000	2022-03-29	224	A
USGS	01091000	2022-03-30	210	A
USGS	01091000	2022-03-31	208	A
USGS	01091000	2022-04-01	510	A
USGS	01091000	2022-04-02	459	A
USGS	01091000	2022-04-03	321	A
USGS	01091000	2022-04-04	279	A
USGS	01091000	2022-04-05	242	A
USGS	01091000	2022-04-06	222	A
USGS	01091000	2022-04-07	207	A
USGS	01091000	2022-04-08	627	A
USGS	01091000	2022-04-09	610	A
USGS	01091000	2022-04-10	486	A
USGS	01091000	2022-04-11	360	A
USGS	01091000	2022-04-12	301	A
USGS	01091000	2022-04-13	269	A
USGS	01091000	2022-04-14	240	A
USGS	01091000	2022-04-15	236	A
USGS	01091000	2022-04-16	217	A
USGS	01091000	2022-04-17	338	A
USGS	01091000	2022-04-18	284	A
USGS	01091000	2022-04-19	558	A
USGS	01091000	2022-04-20	572	A
USGS	01091000	2022-04-21	363	A
USGS	01091000	2022-04-22	291	A
USGS	01091000	2022-04-23	249	A
USGS	01091000	2022-04-24	222	A
USGS	01091000	2022-04-25	206	A
USGS	01091000	2022-04-26	195	A
USGS	01091000	2022-04-27	268	A
USGS	01091000	2022-04-28	237	A
USGS	01091000	2022-04-29	195	A
USGS	01091000	2022-04-30	177	A
USGS	01091000	2022-05-01	165	A
USGS	01091000	2022-05-02	157	A
USGS	01091000	2022-05-03	234	A
USGS	01091000	2022-05-04	255	A
USGS	01091000	2022-05-05	264	A
USGS	01091000	2022-05-06	213	A
USGS	01091000	2022-05-07	181	A
USGS	01091000	2022-05-08	160	A
USGS	01091000	2022-05-09	145	A
USGS	01091000	2022-05-10	135	A
USGS	01091000	2022-05-11	125	A
USGS	01091000	2022-05-12	123	A
USGS	01091000	2022-05-13	116	A
USGS	01091000	2022-05-14	108	A
USGS	01091000	2022-05-15	114	A
USGS	01091000	2022-05-16	244	A
USGS	01091000	2022-05-17	434	A
USGS	01091000	2022-05-18	227	A
USGS	01091000	2022-05-19	168	A
USGS	01091000	2022-05-20	186	A
USGS	01091000	2022-05-21	173	A
USGS	01091000	2022-05-22	151	A
USGS	01091000	2022-05-23	257	A
USGS	01091000	2022-05-24	179	A
USGS	01091000	2022-05-25	138	A
USGS	01091000	2022-05-26	119	A
USGS	01091000	2022-05-27	102	A
USGS	01091000	2022-05-28	108	A
USGS	01091000	2022-05-29	117	A
USGS	01091000	2022-05-30	95.9	A
USGS	01091000	2022-05-31	80.8	A
USGS	01091000	2022-06-01	76.7	A
USGS	01091000	2022-06-02	87.7	A
USGS	01091000	2022-06-03	93.2	A
USGS	01091000	2022-06-04	120	A
USGS	01091000	2022-06-05	101	A
USGS	01091000	2022-06-06	77.0	A
USGS	01091000	2022-06-07	65.7	A
USGS	01091000	2022-06-08	71.1	A
USGS	01091000	2022-06-09	204	A
USGS	01091000	2022-06-10	290	A
USGS	01091000	2022-06-11	158	A
USGS	01091000	2022-06-12	117	A
USGS	01091000	2022-06-13	113	A
USGS	01091000	2022-06-14	102	A
USGS	01091000	2022-06-15	82.9	A
USGS	01091000	2022-06-16	73.2	A
USGS	01091000	2022-06-17	65.4	A
USGS	01091000	2022-06-18	56.8	A
USGS	01091000	2022-06-19	52.8	A
USGS	01091000	2022-06-20	48.6	A
USGS	01091000	2022-06-21	45.5	A
USGS	01091000	2022-06-22	42.3	A
USGS	01091000	2022-06-23	40.2	A
USGS	01091000	2022-06-24	41.7	A
USGS	01091000	2022-06-25	45.0	A
USGS	01091000	2022-06-26	41.7	A
USGS	01091000	2022-06-27	37.2	A
USGS	01091000	2022-06-28	34.6	A
USGS	01091000	2022-06-29	32.3	A
USGS	01091000	2022-06-30	29.9	A
USGS	01091000	2022-07-01	28.1	A
USGS	01091000	2022-07-02	27.2	A
USGS	01091000	2022-07-03	26.1	A
USGS	01091000	2022-07-04	24.0	A
USGS	01091000	2022-07-05	23.0	A
USGS	01091000	2022-07-06	28.9	A
USGS	01091000	2022-07-07	30.4	A
USGS	01091000	2022-07-08	26.4	A
USGS	01091000	2022-07-09	23.3	A
USGS	01091000	2022-07-10	20.9	A
USGS	01091000	2022-07-11	19.5	A
USGS	01091000	2022-07-12	21.3	A
USGS	01091000	2022-07-13	27.7	A
USGS	01091000	2022-07-14	27.7	A
USGS	01091000	2022-07-15	24.0	A
USGS	01091000	2022-07-16	20.9	A
USGS	01091000	2022-07-17	19.2	A
USGS	01091000	2022-07-18	19.3	A
USGS	01091000	2022-07-19	22.0	A
USGS	01091000	2022-07-20	23.2	A
USGS	01091000	2022-07-21	21.8	A
USGS	01091000	2022-07-22	21.2	A
USGS	01091000	2022-07-23	21.7	A
USGS	01091000	2022-07-24	19.1	A
USGS	01091000	2022-07-25	21.4	A
USGS	01091000	2022-07-26	24.9	A
USGS	01091000	2022-07-27	21.0	A
USGS	01091000	2022-07-28	19.5	A
USGS	01091000	2022-07-29	19.5	A
USGS	01091000	2022-07-30	20.1	A
USGS	01091000	2022-07-31	18.9	A
USGS	01091000	2022-08-01	17.9	A
USGS	01091000	2022-08-02	16.9	A
USGS	01091000	2022-08-03	16.1	A
USGS	01091000	2022-08-04	15.5	A
USGS	01091000	2022-08-05	14.8	A
USGS	01091000	2022-08-06	14.1	A
USGS	01091000	2022-08-07	13.9	A
USGS	01091000	2022-08-08	14.3	A
USGS	01091000	2022-08-09	14.4	A
USGS	01091000	2022-08-10	14.0	A
USGS	01091000	2022-08-11	13.5	A
USGS	01091000	2022-08-12	12.6	A
USGS	01091000	2022-08-13	12.0	A
USGS	01091000	2022-08-14	11.6	A
USGS	01091000	2022-08-15	11.0	A
USGS	01091000	2022-08-16	10.5	A
USGS	01091000	2022-08-17	9.92	A
USGS	01091000	2022-08-18	10.5	A
USGS	01091000	2022-08-19	9.55	A
USGS	01091000	2022-08-20	8.82	A
USGS	01091000	2022-08-21	8.25	A
USGS	01091000	2022-08-22	8.31	A
USGS	01091000	2022-08-23	9.42	A
USGS	01091000	2022-08-24	9.69	A
USGS	01091000	2022-08-25	8.95	A
USGS	01091000	2022-08-26	8.69	A
USGS	01091000	2022-08-27	8.47	A
USGS	01091000	2022-08-28	7.93	A
USGS	01091000	2022-08-29	7.85	A
USGS	01091000	2022-08-30	7.64	A
USGS	01091000	2022-08-31	9.69	A
USGS	01091000	2022-09-01	8.73	A
USGS	01091000	2022-09-02	8.16	A
USGS	01091000	2022-09-03	7.76	A
USGS	01091000	2022-09-04	7.49	A
USGS	01091000	2022-09-05	13.1	A
USGS	01091000	2022-09-06	50.1	A
USGS	01091000	2022-09-07	46.3	A
USGS	01091000	2022-09-08	30.9	A
USGS	01091000	2022-09-09	23.9	A
USGS	01091000	2022-09-10	19.8	A
USGS	01091000	2022-09-11	17.3	A
USGS	01091000	2022-09-12	16.0	A
USGS	01091000	2022-09-13	28.3	A
USGS	01091000	2022-09-14	107	A
USGS	01091000	2022-09-15	51.3	A
USGS	01091000	2022-09-16	32.0	A
USGS	01091000	2022-09-17	24.6	A
USGS	01091000	2022-09-18	20.6	A
USGS	01091000	2022-09-19	21.7	A
USGS	01091000	2022-09-20	48.0	A
USGS	01091000	2022-09-21	47.1	A
USGS	01091000	2022-09-22	70.4	A
USGS	01091000	2022-09-23	114	A
USGS	01091000	2022-09-24	64.5	A
USGS	01091000	2022-09-25	45.4	A
USGS	01091000	2022-09-26	35.9	A
USGS	01091000	2022-09-27	30.2	A
USGS	01091000	2022-09-28	26.0	A
USGS	01091000	2022-09-29	22.8	A
USGS	01091000	2022-09-30	20.7	A
USGS	01091000	2022-10-01	19.8	A
USGS	01091000	2022-10-02	18.9	A
USGS	01091000	2022-10-03	18.1	A
USGS	01091000	2022-10-04	17.9	A
USGS	01091000	2022-10-05	18.5	A
USGS	01091000	2022-10-06	19.5	A
USGS	01091000	2022-10-07	20.1	A
USGS	01091000	2022-10-08	18.3	A
USGS	01091000	2022-10-09	17.1	A
USGS	01091000	2022-10-10	16.5	A
USGS	01091000	2022-10-11	16.5	A
USGS	01091000	2022-10-12	16.7	A
USGS	01091000	2022-10-13	17.7	A
USGS	01091000	2022-10-14	88.1	A
USGS	01091000	2022-10-15	109	A
USGS	01091000	2022-10-16	66.8	A
USGS	01091000	2022-10-17	48.5	A
USGS	01091000	2022-10-18	44.4	A
USGS	01091000	2022-10-19	40.9	A
USGS	01091000	2022-10-20	35.5	A
USGS	01091000	2022-10-21	31.5	A
USGS	01091000	2022-10-22	29.4	A
USGS	01091000	2022-10-23	28.1	A
USGS	01091000	2022-10-24	27.4	A
USGS	01091000	2022-10-25	59.9	A
USGS	01091000	2022-10-26	135	A
USGS	01091000	2022-10-27	253	A
USGS	01091000	2022-10-28	158	A
USGS	01091000	2022-10-29	111	A
USGS	01091000	2022-10-30	88.7	A
USGS	01091000	2022-10-31	76.5	A
USGS	01091000	2022-11-01	68.8	A
USGS	01091000	2022-11-02	61.9	A
USGS	01091000	2022-11-03	57.1	A
USGS	01091000	2022-11-04	50.6	A
USGS	01091000	2022-11-05	47.0	A
USGS	01091000	2022-11-06	45.2	A
USGS	01091000	2022-11-07	45.2	A
USGS	01091000	2022-11-08	48.4	A
USGS	01091000	2022-11-09	44.4	A
USGS	01091000	2022-11-10	41.0	A
USGS	01091000	2022-11-11	56.7	A
USGS	01091000	2022-11-12	190	A
USGS	01091000	2022-11-13	193	A
USGS	01091000	2022-11-14	136	A
USGS	01091000	2022-11-15	105	A
USGS	01091000	2022-11-16	167	A
USGS	01091000	2022-11-17	270	A
USGS	01091000	2022-11-18	190	A
USGS	01091000	2022-11-19	147	A
USGS	01091000	2022-11-20	124	A
USGS	01091000	2022-11-21	105	A
USGS	01091000	2022-11-22	98.1	A
USGS	01091000	2022-11-23	90.6	A
USGS	01091000	2022-11-24	89.3	A
USGS	01091000	2022-11-25	81.5	A
USGS	01091000	2022-11-26	79.4	A
USGS	01091000	2022-11-27	79.7	A
USGS	01091000	2022-11-28	148	A
USGS	01091000	2022-11-29	141	A
USGS	01091000	2022-11-30	127	A
USGS	01091000	2022-12-01	240	A
USGS	01091000	2022-12-02	188	A
USGS	01091000	2022-12-03	165	A
USGS	01091000	2022-12-04	197	A
USGS	01091000	2022-12-05	166	A
USGS	01091000	2022-12-06	144	A
USGS	01091000	2022-12-07	349	A
USGS	01091000	2022-12-08	444	A
USGS	01091000	2022-12-09	289	A
USGS	01091000	2022-12-10	218	A
USGS	01091000	2022-12-11	183	A
USGS	01091000	2022-12-12	168	A:e
USGS	01091000	2022-12-13	153	A:e
USGS	01091000	2022-12-14	146	A
USGS	01091000	2022-12-15	137	A
USGS	01091000	2022-12-16	151	A
USGS	01091000	2022-12-17	209	A
USGS	01091000	2022-12-18	241	A
USGS	01091000	2022-12-19	193	A
USGS	01091000	2022-12-20	165	A
USGS	01091000	2022-12-21	148	A
USGS	01091000	2022-12-22	139	A:e
USGS	01091000	2022-12-23	2290	A
USGS	01091000	2022-12-24	2450	A
USGS	01091000	2022-12-25	883	A
USGS	01091000	2022-12-26	559	A
USGS	01091000	2022-12-27	425	A
USGS	01091000	2022-12-28	344	A
USGS	01091000	2022-12-29	301	A
USGS	01091000	2022-12-30	278	A
USGS	01091000	2022-12-31	299	A
USGS	01091000	2023-01-01	345	A
USGS	01091000	2023-01-02	306	A
USGS	01091000	2023-01-03	277	A
USGS	01091000	2023-01-04	389	A
USGS	01091000	2023-01-05	469	A
USGS	01091000	2023-01-06	435	A
USGS	01091000	2023-01-07	373	A
USGS	01091000	2023-01-08	323	A
USGS	01091000	2023-01-09	268	A
USGS	01091000	2023-01-10	239	A
USGS	01091000	2023-01-11	201	A
USGS	01091000	2023-01-12	195	A
USGS	01091000	2023-01-13	588	A
USGS	01091000	2023-01-14	625	A
USGS	01091000	2023-01-15	414	A
USGS	01091000	2023-01-16	329	A
USGS	01091000	2023-01-17	286	A
USGS	01091000	2023-01-18	276	A
USGS	01091000	2023-01-19	275	A
USGS	01091000	2023-01-20	281	A
USGS	01091000	2023-01-21	263	A
USGS	01091000	2023-01-22	230	A
USGS	01091000	2023-01-23	221	A
USGS	01091000	2023-01-24	246	A
USGS	01091000	2023-01-25	236	A
USGS	01091000	2023-01-26	595	A
USGS	01091000	2023-01-27	720	A
USGS	01091000	2023-01-28	497	A
USGS	01091000	2023-01-29	389	A
USGS	01091000	2023-01-30	344	A
USGS	01091000	2023-01-31	323	A
USGS	01091000	2023-02-01	273	A
USGS	01091000	2023-02-02	254	A
USGS	01091000	2023-02-03	211	A:e
USGS	01091000	2023-02-04	155	A:e
USGS	01091000	2023-02-05	218	A:e
USGS	01091000	2023-02-06	197	A:e
USGS	01091000	2023-02-07	192	A:e
USGS	01091000	2023-02-08	185	A
USGS	01091000	2023-02-09	182	A
USGS	01091000	2023-02-10	221	A
USGS	01091000	2023-02-11	311	A
USGS	01091000	2023-02-12	254	A
USGS	01091000	2023-02-13	231	A
USGS	01091000	2023-02-14	222	A
USGS	01091000	2023-02-15	229	A
USGS	01091000	2023-02-16	309	A
USGS	01091000	2023-02-17	431	A
USGS	01091000	2023-02-18	413	A
USGS	01091000	2023-02-19	316	A
USGS	01091000	2023-02-20	281	A
USGS	01091000	2023-02-21	284	A
USGS	01091000	2023-02-22	259	A
USGS	01091000	2023-02-23	251	A
USGS	01091000	2023-02-24	238	A
USGS	01091000	2023-02-25	205	A
USGS	01091000	2023-02-26	205	A:e
USGS	01091000	2023-02-27	202	A:e
USGS	01091000	2023-02-28	188	A:e
USGS	01091000	2023-03-01	188	A
USGS	01091000	2023-03-02	231	A
USGS	01091000	2023-03-03	299	A
USGS	01091000	2023-03-04	266	A
USGS	01091000	2023-03-05	269	A
USGS	01091000	2023-03-06	240	A
USGS	01091000	2023-03-07	223	A
USGS	01091000	2023-03-08	202	A
USGS	01091000	2023-03-09	197	A
USGS	01091000	2023-03-10	207	A
USGS	01091000	2023-03-11	220	A
USGS	01091000	2023-03-12	217	A
USGS	01091000	2023-03-13	232	A
USGS	01091000	2023-03-14	254	A
USGS	01091000	2023-03-15	313	A
USGS	01091000	2023-03-16	336	A
USGS	01091000	2023-03-17	316	A
USGS	01091000	2023-03-18	356	A
USGS	01091000	2023-03-19	406	A
USGS	01091000	2023-03-20	321	A
USGS	01091000	2023-03-21	316	A
USGS	01091000	2023-03-22	380	A
USGS	01091000	2023-03-23	481	A
USGS	01091000	2023-03-24	581	A
USGS	01091000	2023-03-25	583	A
USGS	01091000	2023-03-26	601	A
USGS	01091000	2023-03-27	639	A
USGS	01091000	2023-03-28	721	A
USGS	01091000	2023-03-29	659	A
USGS	01091000	2023-03-30	564	A
USGS	01091000	2023-03-31	458	A
USGS	01091000	2023-04-01	770	A
USGS	01091000	2023-04-02	1140	A
USGS	01091000	2023-04-03	737	A
USGS	01091000	2023-04-04	620	A
USGS	01091000	2023-04-05	597	A
USGS	01091000	2023-04-06	537	A
USGS	01091000	2023-04-07	538	A
USGS	01091000	2023-04-08	445	A
USGS	01091000	2023-04-09	371	A
USGS	01091000	2023-04-10	330	A
USGS	01091000	2023-04-11	304	A
USGS	01091000	2023-04-12	286	A
USGS	01091000	2023-04-13	263	A
USGS	01091000	2023-04-14	253	A
USGS	01091000	2023-04-15	205	A
USGS	01091000	2023-04-16	188	A
USGS	01091000	2023-04-17	184	A
USGS	01091000	2023-04-18	188	A
USGS	01091000	2023-04-19	174	A
USGS	01091000	2023-04-20	159	A
USGS	01091000	2023-04-21	147	A
USGS	01091000	2023-04-22	141	A
USGS	01091000	2023-04-23	784	A
USGS	01091000	2023-04-24	1140	A
USGS	01091000	2023-04-25	607	A
USGS	01091000	2023-04-26	440	A
USGS	01091000	2023-04-27	344	A
USGS	01091000	2023-04-28	293	A
USGS	01091000	2023-04-29	256	A
USGS	01091000	2023-04-30	386	A
USGS	01091000	2023-05-01	1880	A
USGS	01091000	2023-05-02	1130	A
USGS	01091000	2023-05-03	946	A
USGS	01091000	2023-05-04	753	A
USGS	01091000	2023-05-05	591	A
USGS	01091000	2023-05-06	468	A
USGS	01091000	2023-05-07	376	A
USGS	01091000	2023-05-08	318	A
USGS	01091000	2023-05-09	267	A
USGS	01091000	2023-05-10	232	A
USGS	01091000	2023-05-11	205	A
USGS	01091000	2023-05-12	191	A
USGS	01091000	2023-05-13	175	A
USGS	01091000	2023-05-14	152	A
USGS	01091000	2023-05-15	137	A
USGS	01091000	2023-05-16	129	A
USGS	01091000	2023-05-17	117	A
USGS	01091000	2023-05-18	107	A
USGS	01091000	2023-05-19	102	A
USGS	01091000	2023-05-20	111	A
USGS	01091000	2023-05-21	267	A
USGS	01091000	2023-05-22	190	A
USGS	01091000	2023-05-23	139	A
USGS	01091000	2023-05-24	121	A
USGS	01091000	2023-05-25	126	A
USGS	01091000	2023-05-26	115	A
USGS	01091000	2023-05-27	94.4	A
USGS	01091000	2023-05-28	83.5	A
USGS	01091000	2023-05-29	73.9	A
USGS	01091000	2023-05-30	65.1	A
USGS	01091000	2023-05-31	60.0	A
USGS	01091000	2023-06-01	54.2	A
USGS	01091000	2023-06-02	55.6	A
USGS	01091000	2023-06-03	84.1	A
